id,feature_num,feature_cat,target,timestamp
201,55.064,A,0,2024-01-01 03:20:00
202,71.112,A,0,2024-01-01 03:21:00
203,51.359,C,1,2024-01-01 03:22:00
204,59.659,A,1,2024-01-01 03:23:00
205,19.247,A,1,2024-01-01 03:24:00
206,49.269,A,0,2024-01-01 03:25:00
207,37.352,A,0,2024-01-01 03:26:00
208,31.718,A,0,2024-01-01 03:27:00
209,36.828,B,1,2024-01-01 03:28:00
210,44.988,A,1,2024-01-01 03:29:00
211,63.739,A,0,2024-01-01 03:30:00
212,30.104,A,1,2024-01-01 03:31:00
213,50.459,A,0,2024-01-01 03:32:00
214,42.737,A,1,2024-01-01 03:33:00
215,45.085,B,1,2024-01-01 03:34:00
216,65.041,A,1,2024-01-01 03:35:00
217,58.072,A,0,2024-01-01 03:36:00
218,70.061,A,1,2024-01-01 03:37:00
219,47.682,A,0,2024-01-01 03:38:00
220,39.561,A,1,2024-01-01 03:39:00
221,46.642,A,0,2024-01-01 03:40:00
222,53.637,C,1,2024-01-01 03:41:00
223,52.649,A,0,2024-01-01 03:42:00
224,33.734,B,0,2024-01-01 03:43:00
225,51.357,A,1,2024-01-01 03:44:00
226,53.423,A,1,2024-01-01 03:45:00
227,87.762,A,0,2024-01-01 03:46:00
228,78.153,B,1,2024-01-01 03:47:00
229,37.201,C,0,2024-01-01 03:48:00
230,45.689,A,0,2024-01-01 03:49:00
231,28.048,A,0,2024-01-01 03:50:00
232,41.139,A,0,2024-01-01 03:51:00
233,54.734,A,0,2024-01-01 03:52:00
234,68.088,B,0,2024-01-01 03:53:00
235,39.064,A,0,2024-01-01 03:54:00
236,40.188,A,0,2024-01-01 03:55:00
237,17.791,C,0,2024-01-01 03:56:00
238,47.56,A,1,2024-01-01 03:57:00
239,34.064,A,1,2024-01-01 03:58:00
240,42.058,B,0,2024-01-01 03:59:00
241,36.847,A,0,2024-01-01 04:00:00
242,48.586,A,1,2024-01-01 04:01:00
243,23.634,A,1,2024-01-01 04:02:00
244,27.994,C,1,2024-01-01 04:03:00
245,81.939,A,1,2024-01-01 04:04:00
246,30.689,A,1,2024-01-01 04:05:00
247,33.548,A,1,2024-01-01 04:06:00
248,77.554,A,0,2024-01-01 04:07:00
249,93.576,B,0,2024-01-01 04:08:00
250,32.427,A,0,2024-01-01 04:09:00
251,44.476,B,0,2024-01-01 04:10:00
252,55.123,B,1,2024-01-01 04:11:00
253,75.93,C,1,2024-01-01 04:12:00
254,35.197,A,1,2024-01-01 04:13:00
255,46.321,C,0,2024-01-01 04:14:00
256,61.66,B,0,2024-01-01 04:15:00
257,56.521,A,0,2024-01-01 04:16:00
258,44.358,B,1,2024-01-01 04:17:00
259,47.993,C,0,2024-01-01 04:18:00
260,29.377,A,0,2024-01-01 04:19:00
261,46.427,C,1,2024-01-01 04:20:00
262,46.004,A,1,2024-01-01 04:21:00
263,53.483,B,1,2024-01-01 04:22:00
264,41.67,C,0,2024-01-01 04:23:00
265,57.073,A,0,2024-01-01 04:24:00
266,65.191,C,0,2024-01-01 04:25:00
267,52.331,A,0,2024-01-01 04:26:00
268,55.276,B,1,2024-01-01 04:27:00
269,50.797,B,0,2024-01-01 04:28:00
270,50.001,A,0,2024-01-01 04:29:00
271,39.177,A,1,2024-01-01 04:30:00
272,54.747,A,0,2024-01-01 04:31:00
273,48.541,A,0,2024-01-01 04:32:00
274,81.398,A,0,2024-01-01 04:33:00
275,73.6,A,0,2024-01-01 04:34:00
276,55.788,A,0,2024-01-01 04:35:00
277,38.554,A,1,2024-01-01 04:36:00
278,33.314,B,1,2024-01-01 04:37:00
279,67.867,B,0,2024-01-01 04:38:00
280,53.941,B,0,2024-01-01 04:39:00
281,57.202,A,0,2024-01-01 04:40:00
282,23.831,C,1,2024-01-01 04:41:00
283,63.912,B,1,2024-01-01 04:42:00
284,56.816,A,1,2024-01-01 04:43:00
285,33.344,A,0,2024-01-01 04:44:00
286,42.927,B,0,2024-01-01 04:45:00
287,53.956,A,0,2024-01-01 04:46:00
288,50.787,B,0,2024-01-01 04:47:00
289,45.617,C,0,2024-01-01 04:48:00
290,48.448,A,1,2024-01-01 04:49:00
291,46.22,A,0,2024-01-01 04:50:00
292,52.288,C,1,2024-01-01 04:51:00
293,72.072,B,1,2024-01-01 04:52:00
294,11.5,A,1,2024-01-01 04:53:00
295,46.447,C,0,2024-01-01 04:54:00
296,52.648,C,1,2024-01-01 04:55:00
297,54.44,B,0,2024-01-01 04:56:00
298,44.421,B,0,2024-01-01 04:57:00
299,23.649,A,0,2024-01-01 04:58:00
300,54.92,A,0,2024-01-01 04:59:00
