id,feature_num,feature_cat,target,timestamp
301,75.91,B,1,2024-01-01 05:00:00
302,26.992,A,1,2024-01-01 05:01:00
303,62.957,B,1,2024-01-01 05:02:00
304,45.072,C,0,2024-01-01 05:03:00
305,49.08,A,0,2024-01-01 05:04:00
306,34.207,B,1,2024-01-01 05:05:00
307,44.983,A,0,2024-01-01 05:06:00
308,69.501,C,1,2024-01-01 05:07:00
309,58.74,A,1,2024-01-01 05:08:00
310,75.985,B,1,2024-01-01 05:09:00
311,67.661,B,1,2024-01-01 05:10:00
312,56.586,A,0,2024-01-01 05:11:00
313,76.159,B,0,2024-01-01 05:12:00
314,56.585,B,0,2024-01-01 05:13:00
315,62.42,B,0,2024-01-01 05:14:00
316,45.551,B,0,2024-01-01 05:15:00
317,50.998,C,1,2024-01-01 05:16:00
318,39.539,A,0,2024-01-01 05:17:00
319,64.844,B,1,2024-01-01 05:18:00
320,32.325,A,1,2024-01-01 05:19:00
321,61.735,B,1,2024-01-01 05:20:00
322,47.14,B,0,2024-01-01 05:21:00
323,67.569,A,1,2024-01-01 05:22:00
324,61.263,A,0,2024-01-01 05:23:00
325,77.31,C,0,2024-01-01 05:24:00
326,60.962,A,0,2024-01-01 05:25:00
327,26.419,B,0,2024-01-01 05:26:00
328,48.996,A,0,2024-01-01 05:27:00
329,32.42,C,0,2024-01-01 05:28:00
330,42.226,A,1,2024-01-01 05:29:00
331,72.668,A,0,2024-01-01 05:30:00
332,59.563,C,0,2024-01-01 05:31:00
333,39.516,C,1,2024-01-01 05:32:00
334,34.794,A,1,2024-01-01 05:33:00
335,50.492,A,1,2024-01-01 05:34:00
336,31.752,B,0,2024-01-01 05:35:00
337,39.933,C,1,2024-01-01 05:36:00
338,54.68,A,1,2024-01-01 05:37:00
339,67.33,B,0,2024-01-01 05:38:00
340,59.131,B,0,2024-01-01 05:39:00
341,15.631,B,1,2024-01-01 05:40:00
342,54.566,B,0,2024-01-01 05:41:00
343,51.081,B,0,2024-01-01 05:42:00
344,56.208,A,1,2024-01-01 05:43:00
345,74.243,C,1,2024-01-01 05:44:00
346,19.051,C,1,2024-01-01 05:45:00
347,41.133,B,1,2024-01-01 05:46:00
348,58.864,A,1,2024-01-01 05:47:00
349,26.276,A,0,2024-01-01 05:48:00
350,72.139,B,0,2024-01-01 05:49:00
351,55.525,A,1,2024-01-01 05:50:00
352,62.699,C,0,2024-01-01 05:51:00
353,41.436,A,0,2024-01-01 05:52:00
354,62.206,B,1,2024-01-01 05:53:00
355,66.027,C,1,2024-01-01 05:54:00
356,53.493,A,0,2024-01-01 05:55:00
357,53.516,A,0,2024-01-01 05:56:00
358,54.055,B,1,2024-01-01 05:57:00
359,37.05,B,0,2024-01-01 05:58:00
360,47.787,A,1,2024-01-01 05:59:00
361,47.712,B,1,2024-01-01 06:00:00
362,55.751,C,1,2024-01-01 06:01:00
363,64.997,A,0,2024-01-01 06:02:00
364,34.122,A,1,2024-01-01 06:03:00
365,48.125,A,0,2024-01-01 06:04:00
366,72.222,A,1,2024-01-01 06:05:00
367,38.846,A,0,2024-01-01 06:06:00
368,37.666,A,0,2024-01-01 06:07:00
369,53.035,B,1,2024-01-01 06:08:00
370,62.666,A,0,2024-01-01 06:09:00
371,50.171,C,1,2024-01-01 06:10:00
372,69.934,A,1,2024-01-01 06:11:00
373,62.852,A,0,2024-01-01 06:12:00
374,62.627,B,0,2024-01-01 06:13:00
375,58.312,C,1,2024-01-01 06:14:00
376,84.915,A,0,2024-01-01 06:15:00
377,46.923,A,0,2024-01-01 06:16:00
378,19.947,A,0,2024-01-01 06:17:00
379,74.064,B,0,2024-01-01 06:18:00
380,43.135,A,1,2024-01-01 06:19:00
381,51.618,A,0,2024-01-01 06:20:00
382,69.643,A,1,2024-01-01 06:21:00
383,25.966,A,0,2024-01-01 06:22:00
384,31.225,C,1,2024-01-01 06:23:00
385,25.981,B,0,2024-01-01 06:24:00
386,38.088,A,0,2024-01-01 06:25:00
387,56.595,A,1,2024-01-01 06:26:00
388,57.863,A,0,2024-01-01 06:27:00
389,54.144,A,0,2024-01-01 06:28:00
390,28.809,B,1,2024-01-01 06:29:00
391,15.348,C,0,2024-01-01 06:30:00
392,50.815,C,0,2024-01-01 06:31:00
393,42.923,C,0,2024-01-01 06:32:00
394,56.891,C,1,2024-01-01 06:33:00
395,60.529,C,1,2024-01-01 06:34:00
396,52.074,A,1,2024-01-01 06:35:00
397,61.402,A,1,2024-01-01 06:36:00
398,53.438,A,0,2024-01-01 06:37:00
399,57.951,B,0,2024-01-01 06:38:00
400,39.43,A,0,2024-01-01 06:39:00
